,State,Date,population,confirmed,deaths,recovered,people_hospitalized,hospitalization_rate,incident_rate,mortality_rate,testing_rate,TestsReported
3870,Nebraska,2020-05-19,1934408.0,10854,123,0.0,0.0,0.0,561.1,1.13,3617.85,4286
3869,Nebraska,2020-05-20,1934408.0,11122,138,0.0,0.0,0.0,574.96,1.24,3729.05,4418
3876,Nebraska,2020-05-21,1934408.0,11427,138,0.0,0.0,0.0,590.72,1.21,3910.24,5096
3875,Nebraska,2020-05-22,1934408.0,11662,147,0.0,0.0,0.0,602.87,1.26,4053.9,3855
3874,Nebraska,2020-05-23,1934408.0,11963,147,0.0,0.0,0.0,618.43,1.23,4134.7,2939
3873,Nebraska,2020-05-24,1934408.0,12134,147,0.0,0.0,0.0,627.27,1.21,4301.32,4699
3880,Nebraska,2020-05-25,1934408.0,12362,147,0.0,0.0,0.0,639.06,1.19,4431.95,2405
3879,Nebraska,2020-05-26,1934408.0,12619,147,0.0,0.0,0.0,652.34,1.16,4551.37,2255
3878,Nebraska,2020-05-27,1934408.0,12984,153,0.0,0.0,0.0,671.21,1.18,4674.35,4655
3877,Nebraska,2020-05-28,1934408.0,13249,163,0.0,0.0,0.0,684.91,1.23,4806.64,3528
3883,Nebraska,2020-05-29,1934408.0,13648,164,0.0,0.0,0.0,705.54,1.2,4900.88,6034
3882,Nebraska,2020-05-30,1934408.0,13905,170,0.0,0.0,0.0,718.82,1.22,5118.26,4643
3881,Nebraska,2020-05-31,1934408.0,14101,170,0.0,0.0,0.0,728.96,1.21,5228.58,2930
3887,Nebraska,2020-06-01,1934408.0,14345,170,0.0,0.0,0.0,741.57,1.19,5359.0,4400
3886,Nebraska,2020-06-02,1934408.0,14616,170,0.0,0.0,0.0,755.58,1.16,5501.32,4723
3885,Nebraska,2020-06-03,1934408.0,14885,170,6743.0,851.0,5.72,769.49,1.14,5684.74,4585
3884,Nebraska,2020-06-04,1934408.0,15139,187,7005.0,902.0,5.96,782.62,1.24,5803.07,3789
3891,Nebraska,2020-06-05,1934408.0,15406,187,7598.0,905.0,5.87,796.42,1.21,5935.77,3832
3890,Nebraska,2020-06-06,1934408.0,15572,187,7957.0,919.0,5.9,805.0,1.2,6076.64,3602
3889,Nebraska,2020-06-07,1934408.0,15664,187,8255.0,928.0,5.92,809.76,1.19,6191.51,2209
3888,Nebraska,2020-06-08,1934408.0,15786,188,8455.0,935.0,5.92,816.06,1.19,6276.18,3191
3895,Nebraska,2020-06-09,1934408.0,15918,189,8637.0,967.0,6.07,822.89,1.19,6342.61,4721
3894,Nebraska,2020-06-10,1934408.0,16058,191,8820.0,989.0,6.16,830.12,1.19,6470.3,4931
3893,Nebraska,2020-06-11,1934408.0,16315,212,8946.0,1000.0,6.13,843.41,1.3,6599.54,4562
3892,Nebraska,2020-06-12,1934408.0,16522,215,9229.0,1029.0,6.23,854.11,1.3,6760.36,4866
3899,Nebraska,2020-06-13,1934408.0,16640,215,9610.0,1067.0,6.41,860.21,1.29,6946.67,2599
3898,Nebraska,2020-06-14,1934408.0,16730,215,9879.0,1070.0,6.4,864.86,1.29,7036.52,2794
3897,Nebraska,2020-06-15,1934408.0,16851,220,10121.0,1075.0,6.38,871.12,1.31,7121.3,4348
3896,Nebraska,2020-06-16,1934408.0,17038,231,10351.0,1088.0,6.39,880.79,1.36,7212.18,4636
3903,Nebraska,2020-06-17,1934408.0,17231,234,10529.0,1116.0,6.48,890.76,1.36,7360.75,4596
3902,Nebraska,2020-06-18,1934408.0,17414,239,10761.0,1141.0,6.55,900.22,1.37,7486.17,4233
3901,Nebraska,2020-06-19,1934408.0,17588,244,11066.0,1166.0,6.63,909.22,1.39,7642.96,4342
3900,Nebraska,2020-06-20,1934408.0,17707,244,11312.0,1200.0,6.78,915.37,1.38,7850.15,3015
3907,Nebraska,2020-06-21,1934408.0,17812,244,11565.0,1212.0,6.8,920.8,1.37,7973.55,3048
3906,Nebraska,2020-06-22,1934408.0,17963,249,11776.0,1212.0,6.75,928.6,1.39,8090.74,4302
3905,Nebraska,2020-06-23,1934408.0,18099,256,11980.0,1234.0,6.82,935.64,1.41,8201.06,3810
3904,Nebraska,2020-06-24,1934408.0,18221,257,12099.0,1257.0,6.9,941.94,1.41,8338.52,3487
3911,Nebraska,2020-06-25,1934408.0,18346,260,12099.0,1268.0,6.91,948.4,1.42,8435.14,3104
3910,Nebraska,2020-06-26,1934408.0,18524,266,12314.0,1294.0,6.99,957.61,1.44,8529.84,7293
3909,Nebraska,2020-06-27,1934408.0,18775,267,12698.0,1312.0,6.99,970.58,1.42,8715.74,6392
3908,Nebraska,2020-06-28,1934408.0,18899,267,13053.0,1315.0,6.96,976.99,1.41,8932.86,3257
3915,Nebraska,2020-06-29,1934408.0,19042,269,13322.0,1316.0,6.91,984.38,1.41,9060.76,4443
3914,Nebraska,2020-06-30,1934408.0,19177,274,13547.0,1330.0,6.94,991.36,1.43,9209.9,4198
3913,Nebraska,2020-07-01,1934408.0,19310,276,13737.0,1330.0,6.89,998.24,1.43,9336.6,3640
3912,Nebraska,2020-07-02,1934408.0,19452,282,13807.0,1343.0,6.9,1005.58,1.45,9442.79,3424
3919,Nebraska,2020-07-03,1934408.0,19660,284,14022.0,1353.0,6.88,1016.33,1.44,9518.88,5354
3918,Nebraska,2020-07-04,1934408.0,19827,284,14200.0,1365.0,6.88,1024.96,1.43,9697.44,2905
3917,Nebraska,2020-07-05,1934408.0,19929,284,14340.0,1368.0,6.86,1030.24,1.43,9818.4,1517
3916,Nebraska,2020-07-06,1934408.0,20046,283,14641.0,1369.0,6.83,1036.29,1.41,9912.08,2931
3923,Nebraska,2020-07-07,1934408.0,20201,282,14759.0,1369.0,6.78,1044.3,1.4,9980.99,3894
3922,Nebraska,2020-07-08,1934408.0,20425,282,14927.0,1398.0,6.84,1055.88,1.38,10083.08,5027
3921,Nebraska,2020-07-09,1934408.0,20623,284,15031.0,1405.0,6.81,1066.11,1.38,10227.16,4412
3920,Nebraska,2020-07-10,1934408.0,20777,286,15206.0,1419.0,6.83,1074.08,1.38,10391.5,5859
3926,Nebraska,2020-07-11,1934408.0,20998,285,15499.0,1419.0,6.76,1085.5,1.36,10538.31,5684
3925,Nebraska,2020-07-12,1934408.0,21172,285,15724.0,1421.0,6.71,1094.5,1.35,10757.97,5585
3924,Nebraska,2020-07-13,1934408.0,21399,288,15860.0,1421.0,6.64,1106.23,1.35,10941.8,4495
3930,Nebraska,2020-07-14,1934408.0,21717,286,16025.0,1431.0,6.59,1122.67,1.32,11178.36,6139
3929,Nebraska,2020-07-15,1934408.0,21979,291,16205.0,1442.0,6.56,1136.21,1.32,11359.7,5804
3928,Nebraska,2020-07-16,1934408.0,22134,299,16324.0,1453.0,6.56,1144.23,1.35,11539.91,5639
3927,Nebraska,2020-07-17,1934408.0,22361,301,16501.0,1453.0,6.5,1155.96,1.35,11693.29,7266
3934,Nebraska,2020-07-18,1934408.0,22481,301,16665.0,1480.0,6.58,1162.16,1.34,11949.44,3667
3933,Nebraska,2020-07-19,1934408.0,22583,301,16801.0,1481.0,6.56,1167.44,1.33,12014.06,3780
3932,Nebraska,2020-07-20,1934408.0,22847,313,17112.0,1482.0,6.49,1181.08,1.37,12143.04,4687
3931,Nebraska,2020-07-21,1934408.0,23190,310,17237.0,1502.0,6.48,1198.82,1.34,12326.3,4415
3938,Nebraska,2020-07-22,1934408.0,23486,311,17389.0,1508.0,6.42,1214.12,1.32,12542.39,5086
3937,Nebraska,2020-07-23,1934408.0,23818,316,17499.0,1522.0,6.39,1231.28,1.33,12695.0,4709
3936,Nebraska,2020-07-24,1934408.0,24174,316,17745.0,1548.0,6.4,1249.68,1.31,12875.98,7197
3935,Nebraska,2020-07-25,1934408.0,24395,316,17999.0,1548.0,6.35,1261.11,1.3,13058.52,3653
3942,Nebraska,2020-07-26,1934408.0,24618,316,18097.0,1567.0,6.37,1272.64,1.28,13206.31,4245
3941,Nebraska,2020-07-27,1934408.0,24899,317,18097.0,1570.0,6.31,1287.16,1.27,13380.17,3690
3940,Nebraska,2020-07-28,1934408.0,25157,321,18520.0,1587.0,6.31,1300.5,1.28,13497.82,5927
3939,Nebraska,2020-07-29,1934408.0,25422,324,18702.0,1606.0,6.32,1314.2,1.27,13649.29,4449
3946,Nebraska,2020-07-30,1934408.0,25766,328,18802.0,1610.0,6.25,1331.98,1.27,13797.14,6727
3945,Nebraska,2020-07-31,1934408.0,26211,332,18997.0,1610.0,6.14,1354.99,1.27,14007.18,5726
3944,Nebraska,2020-08-01,1934408.0,26391,332,19172.0,1622.0,6.15,1364.29,1.26,14229.62,4758
3943,Nebraska,2020-08-02,1934408.0,26702,332,19325.0,1629.0,6.1,1380.37,1.24,14332.19,4777
3950,Nebraska,2020-08-03,1934408.0,26956,328,19575.0,1630.0,6.05,1393.5,1.22,14531.89,3898
3949,Nebraska,2020-08-04,1934408.0,27178,332,19677.0,1644.0,6.05,1404.98,1.22,14674.21,4023
3948,Nebraska,2020-08-05,1934408.0,27489,340,19764.0,1644.0,5.98,1421.05,1.24,14842.01,6151
3947,Nebraska,2020-08-06,1934408.0,27821,340,19885.0,1681.0,6.04,1438.22,1.22,15001.02,6448
3954,Nebraska,2020-08-07,1934408.0,28104,345,20176.0,1688.0,6.01,1452.85,1.23,15193.38,4354
3953,Nebraska,2020-08-08,1934408.0,28245,345,20333.0,1704.0,6.03,1460.14,1.22,15381.35,2941
3952,Nebraska,2020-08-09,1934408.0,28432,345,20746.0,1715.0,6.03,1469.8,1.21,15491.77,4167
3951,Nebraska,2020-08-10,1934408.0,28696,348,20896.0,1722.0,6.0,1483.45,1.21,15644.84,5182
3958,Nebraska,2020-08-11,1934408.0,29030,351,21113.0,1741.0,6.0,1500.72,1.21,15804.94,4358
3957,Nebraska,2020-08-12,1934408.0,29244,356,21312.0,1880.0,6.43,1511.78,1.22,15946.07,3925
3956,Nebraska,2020-08-13,1934408.0,29660,360,21463.0,1880.0,6.34,1533.29,1.21,16007.17,5741
3955,Nebraska,2020-08-14,1934408.0,29988,361,21463.0,1880.0,6.27,1550.24,1.2,16243.94,5015
3961,Nebraska,2020-08-15,1934408.0,30241,361,22004.0,1880.0,6.22,1563.32,1.19,16422.75,4168
3960,Nebraska,2020-08-16,1934408.0,30372,361,22251.0,1883.0,6.2,1570.09,1.19,16587.81,4397
3959,Nebraska,2020-08-17,1934408.0,30563,362,22483.0,1883.0,6.16,1579.97,1.18,16697.15,2159
3966,Nebraska,2020-08-18,1934408.0,30825,369,22647.0,1883.0,6.31,1543.26,1.24,16826.18,5005
3965,Nebraska,2020-08-19,1934408.0,31040,371,22798.0,1835.0,5.91,1604.63,1.2,16975.63,4501
3964,Nebraska,2020-08-20,1934408.0,31348,373,22941.0,1851.0,5.9,1620.55,1.19,17080.57,4835
3963,Nebraska,2020-08-21,1934408.0,31626,376,23292.0,1877.0,5.93,1634.92,1.19,17254.22,4335
3962,Nebraska,2020-08-22,1934408.0,31780,376,23608.0,1891.0,5.95,1642.88,1.18,17399.74,3457
3969,Nebraska,2020-08-23,1934408.0,31889,378,23878.0,1907.0,5.98,1648.51,1.19,17491.71,1622
3968,Nebraska,2020-08-24,1934408.0,32047,383,24155.0,1910.0,5.96,1656.68,1.2,17555.76,5468
3967,Nebraska,2020-08-25,1934408.0,32348,383,24326.0,1930.0,5.97,1672.24,1.18,17601.3,2095
3973,Nebraska,2020-08-26,1934408.0,32727,386,24524.0,1946.0,5.95,1691.84,1.18,17822.51,5288
3972,Nebraska,2020-08-27,1934408.0,33101,391,24689.0,1954.0,5.9,1711.17,1.18,18019.72,5925
3979,Nevada,2020-04-12,3080156.0,2836,112,0.0,282.0,9.94,94.01,3.95,815.83,1344
3978,Nevada,2020-04-13,3080156.0,2990,114,0.0,0.0,0.0,99.12,3.81,844.1,788
3977,Nevada,2020-04-14,3080156.0,3134,126,0.0,0.0,0.0,103.89,4.02,883.78,742
3976,Nevada,2020-04-15,3080156.0,3211,131,0.0,0.0,0.0,106.44,4.08,916.73,938
3983,Nevada,2020-04-16,3080156.0,3214,137,0.0,0.0,0.0,106.54,4.26,943.12,1136
3982,Nevada,2020-04-17,3080156.0,3524,142,0.0,0.0,0.0,116.82,4.03,986.58,1217
3981,Nevada,2020-04-18,3080156.0,3626,151,0.0,0.0,0.0,120.2,4.16,1019.36,1089
3980,Nevada,2020-04-19,3080156.0,3728,158,0.0,0.0,0.0,123.58,4.24,1047.44,911
3986,Nevada,2020-04-20,3080156.0,3830,159,0.0,0.0,0.0,126.96,4.15,1072.27,911
3985,Nevada,2020-04-21,3080156.0,3937,163,0.0,0.0,0.0,130.51,4.14,1095.73,928
3984,Nevada,2020-04-22,3080156.0,4081,172,0.0,0.0,0.0,135.28,4.21,1123.35,1019
3990,Nevada,2020-04-23,3080156.0,4208,195,0.0,0.0,0.0,139.49,4.63,1151.89,1482
3989,Nevada,2020-04-24,3080156.0,4398,197,0.0,0.0,0.0,145.79,4.48,1199.72,1254
3988,Nevada,2020-04-25,3080156.0,4539,205,0.0,0.0,0.0,150.46,4.52,1233.4,1309
3987,Nevada,2020-04-26,3080156.0,4734,206,0.0,0.0,0.0,156.93,4.35,1265.82,1047
3994,Nevada,2020-04-27,3080156.0,4700,206,0.0,0.0,0.0,155.8,4.38,1286.61,919
3993,Nevada,2020-04-28,3080156.0,4821,219,0.0,0.0,0.0,159.81,4.54,1329.9,1078
3992,Nevada,2020-04-29,3080156.0,4934,230,100.0,0.0,0.0,163.56,4.66,1360.03,1042
3991,Nevada,2020-04-30,3080156.0,5053,243,158.0,0.0,0.0,167.5,4.81,1391.79,1427
3998,Nevada,2020-05-01,3080156.0,5248,246,182.0,0.0,0.0,173.97,4.69,1445.12,1263
3997,Nevada,2020-05-02,3080156.0,5389,255,182.0,0.0,0.0,178.64,4.73,1471.38,1199
3996,Nevada,2020-05-03,3080156.0,5472,258,182.0,0.0,0.0,181.39,4.71,1500.61,1302
3995,Nevada,2020-05-04,3080156.0,5630,265,185.0,0.0,0.0,186.63,4.71,1530.35,965
4002,Nevada,2020-05-05,3080156.0,5660,270,200.0,0.0,0.0,187.62,4.77,1587.3,1361
4001,Nevada,2020-05-06,3080156.0,5741,289,203.0,0.0,0.0,190.31,5.03,1633.41,2103
4000,Nevada,2020-05-07,3080156.0,5855,297,205.0,0.0,0.0,194.09,5.07,1702.42,1647
3999,Nevada,2020-05-08,3080156.0,5920,294,205.0,0.0,0.0,196.24,4.97,1768.29,2321
4006,Nevada,2020-05-09,3080156.0,6171,313,205.0,0.0,0.0,204.56,5.07,1860.01,2793
4005,Nevada,2020-05-10,3080156.0,6120,310,182.0,0.0,0.0,202.87,5.07,1949.45,1286
4004,Nevada,2020-05-11,3080156.0,6152,312,183.0,0.0,0.0,203.93,5.07,1991.71,3093
4003,Nevada,2020-05-12,3080156.0,6313,321,185.0,0.0,0.0,209.27,5.08,2124.01,3067
4010,Nevada,2020-05-13,3080156.0,6476,331,198.0,0.0,0.0,214.67,5.11,2210.1,2053
4009,Nevada,2020-05-14,3080156.0,6504,333,244.0,0.0,0.0,211.16,5.12,2255.86,3105
4008,Nevada,2020-05-15,3080156.0,6733,343,272.0,0.0,0.0,218.59,5.09,2342.28,934
4007,Nevada,2020-05-16,3080156.0,6813,347,272.0,0.0,0.0,221.19,5.09,2391.57,9419
4014,Nevada,2020-05-17,3080156.0,6949,350,272.0,0.0,0.0,225.61,5.04,2617.95,1071
4013,Nevada,2020-05-18,3080156.0,7061,358,355.0,0.0,0.0,229.24,5.07,2656.75,6125
4012,Nevada,2020-05-19,3080156.0,7096,358,334.0,0.0,0.0,230.38,5.05,2842.55,3965
4011,Nevada,2020-05-20,3080156.0,7388,377,336.0,0.0,0.0,239.86,5.1,2959.95,3335
4018,Nevada,2020-05-21,3080156.0,7400,383,339.0,0.0,0.0,240.25,5.18,3064.2,5681
4017,Nevada,2020-05-22,3080156.0,7525,386,339.0,0.0,0.0,244.31,5.13,3244.67,7551
4016,Nevada,2020-05-23,3080156.0,7526,387,359.0,0.0,0.0,244.34,5.14,3475.38,3371
4015,Nevada,2020-05-24,3080156.0,7881,380,359.0,0.0,0.0,255.86,4.82,3580.37,4725
4022,Nevada,2020-05-25,3080156.0,7956,394,359.0,0.0,0.0,258.3,4.95,3724.84,9022
4021,Nevada,2020-05-26,3080156.0,8057,394,374.0,0.0,0.0,261.58,4.89,4005.22,5433
4020,Nevada,2020-05-27,3080156.0,8150,402,401.0,0.0,0.0,264.6,4.93,4173.78,3433
4019,Nevada,2020-05-28,3080156.0,8248,406,406.0,0.0,0.0,267.78,4.92,4259.2,4799
4025,Nevada,2020-05-29,3080156.0,8376,406,428.0,0.0,0.0,271.93,4.85,4363.93,4553
4024,Nevada,2020-05-30,3080156.0,8517,417,428.0,0.0,0.0,276.51,4.9,4497.56,4511
4023,Nevada,2020-05-31,3080156.0,8628,417,428.0,0.0,0.0,280.12,4.83,4628.34,4621
4029,Nevada,2020-06-01,3080156.0,8702,417,459.0,0.0,0.0,282.52,4.79,4765.44,5903
4028,Nevada,2020-06-02,3080156.0,8858,417,464.0,0.0,0.0,287.58,4.71,4937.77,4291
4027,Nevada,2020-06-03,3080156.0,8951,431,501.0,0.0,0.0,290.6,4.82,5072.96,5622
4026,Nevada,2020-06-04,3080156.0,9129,430,512.0,0.0,0.0,296.38,4.71,5240.74,5217
4033,Nevada,2020-06-05,3080156.0,9309,436,522.0,0.0,0.0,302.22,4.68,5392.81,5815
4032,Nevada,2020-06-06,3080156.0,9491,437,522.0,0.0,0.0,308.13,4.6,5576.7,4524
4031,Nevada,2020-06-07,3080156.0,9669,438,522.0,0.0,0.0,313.91,4.53,5704.16,4808
4030,Nevada,2020-06-08,3080156.0,9816,442,522.0,0.0,0.0,318.69,4.5,5843.96,4298
4037,Nevada,2020-06-09,3080156.0,10045,446,557.0,0.0,0.0,326.12,4.44,5960.38,4393
4036,Nevada,2020-06-10,3080156.0,10218,449,557.0,0.0,0.0,331.74,4.39,6081.61,4410
4035,Nevada,2020-06-11,3080156.0,10473,459,560.0,0.0,0.0,340.02,4.38,6274.16,6034
4034,Nevada,2020-06-12,3080156.0,10704,461,604.0,0.0,0.0,347.51,4.31,6475.22,5045
4041,Nevada,2020-06-13,3080156.0,10997,462,627.0,0.0,0.0,357.03,4.2,6651.61,4173
4040,Nevada,2020-06-14,3080156.0,11201,463,627.0,0.0,0.0,363.65,4.13,6837.67,4737
4039,Nevada,2020-06-15,3080156.0,11315,465,636.0,0.0,0.0,367.35,4.11,7026.72,3809
4038,Nevada,2020-06-16,3080156.0,11683,467,640.0,0.0,0.0,379.3,4.0,7222.82,3589
4045,Nevada,2020-06-17,3080156.0,11854,473,640.0,0.0,0.0,384.85,3.99,7389.56,3766
4044,Nevada,2020-06-18,3080156.0,12169,475,641.0,0.0,0.0,395.08,3.9,7493.0,4139
4043,Nevada,2020-06-19,3080156.0,12524,479,652.0,0.0,0.0,406.6,3.82,7608.71,5863
4042,Nevada,2020-06-20,3080156.0,12976,486,652.0,0.0,0.0,421.28,3.75,7758.15,9144
4049,Nevada,2020-06-21,3080156.0,13240,487,652.0,0.0,0.0,429.85,3.68,7846.71,8510
4048,Nevada,2020-06-22,3080156.0,13528,489,653.0,0.0,0.0,439.2,3.61,7923.79,7414
4047,Nevada,2020-06-23,3080156.0,13528,489,658.0,0.0,0.0,439.2,3.61,8068.62,4611
4046,Nevada,2020-06-24,3080156.0,13528,489,666.0,0.0,0.0,439.2,3.61,8193.97,4010
4053,Nevada,2020-06-25,3080156.0,14859,495,682.0,0.0,0.0,482.41,3.33,8296.66,3695
4052,Nevada,2020-06-26,3080156.0,15240,498,684.0,0.0,0.0,494.78,3.27,8397.69,4894
4051,Nevada,2020-06-27,3080156.0,16339,500,684.0,0.0,0.0,530.46,3.06,8539.37,5362
4050,Nevada,2020-06-28,3080156.0,17160,500,684.0,0.0,0.0,557.11,2.91,8687.22,7056
4057,Nevada,2020-06-29,3080156.0,17894,504,689.0,0.0,0.0,580.94,2.82,8863.74,5995
4056,Nevada,2020-06-30,3080156.0,18456,507,689.0,0.0,0.0,599.19,2.75,9011.49,8593
4055,Nevada,2020-07-01,3080156.0,19101,511,714.0,0.0,0.0,620.13,2.68,9223.43,6418
4054,Nevada,2020-07-02,3080156.0,19733,525,727.0,0.0,0.0,640.65,2.66,9243.95,9958
4061,Nevada,2020-07-03,3080156.0,20718,528,727.0,0.0,0.0,672.63,2.55,9534.74,9720
4060,Nevada,2020-07-04,3080156.0,21575,530,727.0,0.0,0.0,700.45,2.46,9779.67,7944
4059,Nevada,2020-07-05,3080156.0,22418,534,727.0,0.0,0.0,727.82,2.38,9989.66,5111
4058,Nevada,2020-07-06,3080156.0,22909,537,742.0,0.0,0.0,743.76,2.34,10112.51,6769
4065,Nevada,2020-07-07,3080156.0,23785,548,743.0,0.0,0.0,772.2,2.3,10276.95,12238
4064,Nevada,2020-07-08,3080156.0,24301,553,754.0,0.0,0.0,788.95,2.28,10507.68,11802
4063,Nevada,2020-07-09,3080156.0,24904,571,759.0,0.0,0.0,808.53,2.29,10706.54,7827
4062,Nevada,2020-07-10,3080156.0,25908,579,764.0,0.0,0.0,841.13,2.23,10892.01,7876
4068,Nevada,2020-07-11,3080156.0,26838,592,764.0,0.0,0.0,871.32,2.21,11078.43,9153
4067,Nevada,2020-07-12,3080156.0,27683,593,764.0,0.0,0.0,898.75,2.14,11283.71,8259
4066,Nevada,2020-07-13,3080156.0,28515,593,789.0,0.0,0.0,925.76,2.08,11466.72,9279
4072,Nevada,2020-07-14,3080156.0,29619,612,800.0,0.0,0.0,961.61,2.07,11693.56,5043
4071,Nevada,2020-07-15,3080156.0,30468,618,826.0,0.0,0.0,989.17,2.03,11831.38,8103
4070,Nevada,2020-07-16,3080156.0,31915,626,834.0,0.0,0.0,1036.15,1.96,12039.75,7372
4069,Nevada,2020-07-17,3080156.0,33295,637,842.0,0.0,0.0,1080.95,1.91,12239.87,7366
4076,Nevada,2020-07-18,3080156.0,34477,646,842.0,0.0,0.0,1119.33,1.87,12419.4,9954
4075,Nevada,2020-07-19,3080156.0,35765,647,842.0,0.0,0.0,1161.14,1.81,12654.81,6080
4074,Nevada,2020-07-20,3080156.0,36713,648,867.0,0.0,0.0,1191.92,1.77,12837.69,4349
4073,Nevada,2020-07-21,3080156.0,37528,676,874.0,0.0,0.0,1218.38,1.8,12948.11,7570
4080,Nevada,2020-07-22,3080156.0,38657,704,917.0,0.0,0.0,1255.03,1.82,13126.22,14463
4079,Nevada,2020-07-23,3080156.0,39919,709,975.0,0.0,0.0,1296.01,1.78,13445.29,11657
4078,Nevada,2020-07-24,3080156.0,40885,722,994.0,0.0,0.0,1327.37,1.77,13696.42,13740
4077,Nevada,2020-07-25,3080156.0,41816,732,994.0,0.0,0.0,1357.59,1.75,13977.25,13054
4084,Nevada,2020-07-26,3080156.0,42843,734,994.0,0.0,0.0,1390.94,1.71,14250.28,9090
4083,Nevada,2020-07-27,3080156.0,43831,739,1019.0,0.0,0.0,1423.01,1.69,14436.9,10384
4082,Nevada,2020-07-28,3080156.0,44936,759,1054.0,0.0,0.0,1458.89,1.69,14638.41,11120
4081,Nevada,2020-07-29,3080156.0,45806,780,1061.0,0.0,0.0,1487.13,1.7,14849.41,10320
4088,Nevada,2020-07-30,3080156.0,46824,801,1085.0,0.0,0.0,1520.18,1.71,15052.65,9404
4087,Nevada,2020-07-31,3080156.0,48088,830,1127.0,0.0,0.0,1561.22,1.73,15255.82,8067
4086,Nevada,2020-08-01,3080156.0,49074,832,1127.0,0.0,0.0,1593.23,1.7,15395.97,11969
4085,Nevada,2020-08-02,3080156.0,50205,832,1127.0,0.0,0.0,1629.95,1.66,15652.42,4098
4092,Nevada,2020-08-03,3080156.0,51199,847,1158.0,0.0,0.0,1662.22,1.65,15741.61,5760
4091,Nevada,2020-08-04,3080156.0,52179,862,1209.0,0.0,0.0,1694.04,1.65,15878.64,3152
4090,Nevada,2020-08-05,3080156.0,52828,890,1234.0,0.0,0.0,1715.11,1.68,15944.55,15659
4089,Nevada,2020-08-06,3080156.0,53557,900,1251.0,0.0,0.0,1738.78,1.68,16239.27,12249
4096,Nevada,2020-08-07,3080156.0,54533,920,1297.0,0.0,0.0,1770.46,1.69,16460.14,12115
4095,Nevada,2020-08-08,3080156.0,55419,949,1297.0,0.0,0.0,1799.23,1.71,16655.62,8472
4094,Nevada,2020-08-09,3080156.0,56230,957,1297.0,0.0,0.0,1825.56,1.7,16804.47,7900
4093,Nevada,2020-08-10,3080156.0,56972,963,1326.0,0.0,0.0,1849.65,1.69,16953.43,4375
4100,Nevada,2020-08-11,3080156.0,57520,981,1361.0,0.0,0.0,1867.44,1.71,17036.44,4865
4099,Nevada,2020-08-12,3080156.0,58048,996,1385.0,0.0,0.0,1884.58,1.72,17126.89,7529
4098,Nevada,2020-08-13,3080156.0,58650,1030,1393.0,0.0,0.0,1904.12,1.76,17308.99,8269
4097,Nevada,2020-08-14,3080156.0,59749,1045,1423.0,0.0,0.0,1939.8,1.75,17473.27,7839
4104,Nevada,2020-08-15,3080156.0,60608,1069,1423.0,0.0,0.0,1967.69,1.76,17624.11,8014
4103,Nevada,2020-08-16,3080156.0,61305,1072,1423.0,0.0,0.0,1990.32,1.75,17773.87,6810
4102,Nevada,2020-08-17,3080156.0,61967,1077,1498.0,0.0,0.0,2011.81,1.74,17902.44,3667
4101,Nevada,2020-08-18,3080156.0,62639,1102,1518.0,0.0,0.0,2033.63,1.76,17983.76,6406
4108,Nevada,2020-08-19,3080156.0,63028,1134,1540.0,0.0,0.0,2046.26,1.8,18068.11,16762
4107,Nevada,2020-08-20,3080156.0,63584,1172,1567.0,0.0,0.0,2064.31,1.84,18212.16,8855
4106,Nevada,2020-08-21,3080156.0,64433,1185,1599.0,0.0,0.0,2091.87,1.84,18385.79,6601
4105,Nevada,2020-08-22,3080156.0,65069,1197,1599.0,0.0,0.0,2112.52,1.84,18509.65,7282
4111,Nevada,2020-08-23,3080156.0,65601,1197,1599.0,0.0,0.0,2129.79,1.82,18642.85,4726
4110,Nevada,2020-08-24,3080156.0,66010,1200,1611.0,0.0,0.0,2143.07,1.82,18722.33,4395
4109,Nevada,2020-08-25,3080156.0,66413,1230,1672.0,0.0,0.0,2156.16,1.85,18806.9,3191
4115,Nevada,2020-08-26,3080156.0,66666,1250,1705.0,0.0,0.0,2164.37,1.88,18867.71,5516
4114,Nevada,2020-08-27,3080156.0,67220,1271,1718.0,0.0,0.0,2182.36,1.89,18967.61,7673
4121,New Hampshire,2020-04-12,1359711.0,929,23,236.0,146.0,15.72,69.95,2.48,822.57,404
4120,New Hampshire,2020-04-13,1359711.0,985,23,239.0,152.0,15.43,74.16,2.34,843.81,181
4119,New Hampshire,2020-04-14,1359711.0,922,25,249.0,152.0,16.49,69.42,2.71,874.15,337
4118,New Hampshire,2020-04-15,1359711.0,1139,32,365.0,178.0,15.63,85.76,2.81,916.01,472
4125,New Hampshire,2020-04-16,1359711.0,1139,32,365.0,178.0,15.63,85.76,2.81,916.01,412
4124,New Hampshire,2020-04-17,1359711.0,1287,37,455.0,190.0,14.76,96.9,2.87,956.82,591
4123,New Hampshire,2020-04-18,1359711.0,1342,38,468.0,190.0,14.16,101.04,2.83,967.66,642
4122,New Hampshire,2020-04-19,1359711.0,1390,38,513.0,192.0,13.81,104.66,2.73,1010.73,645
4129,New Hampshire,2020-04-20,1359711.0,1447,42,521.0,198.0,13.68,108.95,2.9,1062.98,596
4128,New Hampshire,2020-04-21,1359711.0,1490,42,521.0,206.0,13.83,112.19,2.82,1079.62,952
4127,New Hampshire,2020-04-22,1359711.0,1588,48,546.0,206.0,12.97,119.56,3.02,1132.48,832
